code_assistant_type;prompt_type;dataset_name;report_path;error_count;code_messages_missing_snippets;msg_count;analysis_message_limit;exception
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-05-00-53.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-05-02-46.pdf;0;0;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-05-03-38.pdf;0;1;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-05-04-56.pdf;0;2;8;8;
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-05-07-48.pdf;0;0;3;8;[Errno 32] Broken pipe
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-05-10-12.pdf;4;4;8;8;
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-05-11-48.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-05-13-13.pdf;1;0;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-05-14-34.pdf;0;2;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-05-15-27.pdf;0;0;5;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-05-16-09.pdf;0;0;5;8;Invalid response or text not found
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-05-17-15.pdf;4;0;2;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-05-18-29.pdf;0;2;5;8;Invalid response or text not found
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-05-20-03.pdf;0;2;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-05-21-35.pdf;0;0;5;8;Invalid response or text not found
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-05-22-27.pdf;1;2;7;8;Expecting value: line 1 column 1 (char 0)
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-05-25-04.pdf;1;0;5;8;Invalid response or text not found
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-05-26-33.pdf;3;3;8;8;
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-05-28-23.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-05-29-54.pdf;3;0;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-05-31-24.pdf;1;0;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-05-32-29.pdf;0;0;5;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-05-35-00.pdf;0;1;6;8;Connection error.
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-05-36-50.pdf;4;0;2;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-05-37-46.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-05-39-08.pdf;0;2;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-05-40-26.pdf;0;0;4;8;"Error code: 400 - {'error': {'message': ""This model's maximum context length is 16385 tokens. However, your messages resulted in 28310 tokens. Please reduce the length of the messages."", 'type': 'invalid_request_error', 'param': 'messages', 'code': 'context_length_exceeded'}}"
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-05-41-05.pdf;0;0;5;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-05-42-12.pdf;2;0;4;8;Invalid response or text not found
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-05-43-10.pdf;4;0;2;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-05-43-54.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-05-45-14.pdf;0;0;7;8;Invalid response or text not found
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-05-46-25.pdf;0;2;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-05-47-13.pdf;0;1;7;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-05-48-32.pdf;0;0;1;8;timed out
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-05-49-13.pdf;1;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-05-50-52.pdf;1;0;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-05-51-54.pdf;0;0;5;8;Invalid response or text not found
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-05-52-46.pdf;0;1;7;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-05-54-34.pdf;1;0;3;8;timed out
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-05-55-51.pdf;4;0;2;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-05-56-44.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-05-57-47.pdf;0;0;1;8;timed out
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-05-58-21.pdf;0;2;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-05-59-33.pdf;0;1;7;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-06-01-09.pdf;0;0;5;8;Invalid response or text not found
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-06-01-53.pdf;4;0;2;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-06-02-48.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-06-03-49.pdf;1;0;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-06-05-32.pdf;1;2;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-06-06-37.pdf;0;0;1;8;timed out
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-06-07-15.pdf;1;0;5;8;Invalid response or text not found
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-06-08-30.pdf;4;0;2;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-06-09-19.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-06-10-29.pdf;0;2;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-06-11-43.pdf;0;2;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-06-13-54.pdf;0;0;5;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-06-15-11.pdf;1;0;3;8;[Errno 32] Broken pipe
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-06-19-35.pdf;4;0;2;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-06-21-51.pdf;0;2;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-06-22-43.pdf;0;1;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-06-24-30.pdf;0;1;7;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-06-25-15.pdf;0;2;8;8;
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-06-26-41.pdf;2;4;8;8;
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-06-27-50.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-06-28-59.pdf;0;0;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-06-30-18.pdf;0;0;1;8;timed out
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-06-31-05.pdf;0;2;8;8;
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-06-33-20.pdf;2;0;2;8;timed out
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-06-34-24.pdf;1;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-06-37-00.pdf;0;2;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-06-38-05.pdf;0;0;3;8;timed out
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-06-38-55.pdf;1;4;8;8;
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-06-39-57.pdf;1;1;5;8;[Errno 32] Broken pipe
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-06-44-53.pdf;5;1;4;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-06-45-54.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-06-47-09.pdf;1;0;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-06-48-15.pdf;0;2;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-06-49-24.pdf;0;0;5;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-06-50-32.pdf;0;0;3;8;timed out
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-06-51-23.pdf;4;0;2;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-06-52-07.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-06-53-32.pdf;0;0;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-06-54-57.pdf;0;0;1;8;timed out
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-06-55-43.pdf;0;0;5;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-06-56-47.pdf;0;1;7;8;Invalid response or text not found
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-06-57-45.pdf;2;0;2;8;timed out
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-06-58-46.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-07-00-26.pdf;4;0;4;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-08-03-03.pdf;0;2;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-08-04-37.pdf;0;2;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-08-08-07.pdf;0;1;7;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-08-10-49.pdf;2;0;2;8;[Errno 32] Broken pipe
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-08-16-23.pdf;4;0;2;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-08-17-08.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-08-18-06.pdf;5;0;6;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-08-19-59.pdf;1;1;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-08-20-59.pdf;2;0;4;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-08-23-16.pdf;0;3;8;8;
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-08-25-57.pdf;2;4;8;8;
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-08-27-12.pdf;4;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-08-28-28.pdf;0;2;8;8;
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-08-29-23.pdf;0;0;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-08-30-58.pdf;0;1;8;8;
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-08-32-50.pdf;3;2;8;8;
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-08-35-14.pdf;4;0;2;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-08-35-53.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-08-37-11.pdf;0;0;4;8;"Error code: 400 - {'error': {'message': ""This model's maximum context length is 16385 tokens. However, your messages resulted in 29152 tokens. Please reduce the length of the messages."", 'type': 'invalid_request_error', 'param': 'messages', 'code': 'context_length_exceeded'}}"
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-08-37-57.pdf;0;2;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-08-39-05.pdf;0;2;8;8;
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-08-41-56.pdf;2;3;8;8;
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-08-44-32.pdf;4;0;2;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-08-45-15.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-08-46-31.pdf;4;0;4;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
OpenAIAssistant;FewShot;wine-quality.csv;reports/wine-quality_5_2024-01-24-08-48-37.pdf;0;2;8;8;
Mixtral8x7BAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_3_2024-01-24-08-49-29.pdf;0;0;5;8;Invalid response or text not found
Mixtral8x7BAssistant;FewShot;wine-quality.csv;reports/wine-quality_6_2024-01-24-08-50-09.pdf;1;0;2;8;timed out
LLaMA2ChatAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_1_2024-01-24-08-51-00.pdf;4;0;2;8;Code assistant exceeded retry limit for code execution and could not fix the code for 3 consecutive times.
LLaMA2ChatAssistant;FewShot;wine-quality.csv;reports/wine-quality_4_2024-01-24-08-51-47.pdf;0;4;8;8;
OpenAIAssistant;ZeroShot;wine-quality.csv;reports/wine-quality_2_2024-01-24-08-52-57.pdf;0;2;8;8;
